-69.9212000000000	-8.80475223394338
-69.9037163645456	-8.95588848564106
-69.8862327290911	-9.10338673122803
-69.8687490936367	-9.24732737518214
-69.8512654581823	-9.38779082198171
-69.8337818227278	-9.52485747610461
-69.8162981872734	-9.65860774202913
-69.7988145518190	-9.78912202423316
-69.7813309163645	-9.91648072719498
-69.7638472809101	-10.0407642553925
-69.7463636454557	-10.1620530133039
-69.7288800100013	-10.2804274054073
-69.7113963745468	-10.3959678361807
-69.6939127390924	-10.5087547101023
-69.6764291036380	-10.6188684316500
-69.6589454681835	-10.7263894053021
-69.6414618327291	-10.8313980355366
-69.6239781972747	-10.9339747268315
-69.6064945618202	-11.0341998836650
-69.5890109263658	-11.1321539105153
-69.5715272909114	-11.2279172118601
-69.5540436554569	-11.3215701921778
-69.5365600200025	-11.4131932559466
-69.5190763845481	-11.5028668076442
-69.5015927490936	-11.5906712517490
-69.4841091136392	-11.6766869927389
-69.4666254781848	-11.7609944350922
-69.4491418427303	-11.8436739832867
-69.4316582072759	-11.9248060418007
-69.4141745718215	-12.0044710151122
-69.3966909363671	-12.0827493076994
-69.3792073009126	-12.1597213240402
-69.3617236654582	-12.2354674686129
-69.3442400300038	-12.3100681458954
-69.3267563945493	-12.3836037603659
-69.3092727590949	-12.4561547165025
-69.2917891236405	-12.5278014187831
-69.2743054881860	-12.5986241048297
-69.2568218527316	-12.6686819194258
-69.2393382172772	-12.7379925469129
-69.2218545818227	-12.8065688382722
-69.2043709463683	-12.8744236444845
-69.1868873109139	-12.9415698165311
-69.1694036754594	-13.0080202053928
-69.1519200400050	-13.0737876620508
-69.1344364045506	-13.1388850374861
-69.1169527690961	-13.2033251826798
-69.0994691336417	-13.2671209486129
-69.0819854981873	-13.3302851862665
-69.0645018627328	-13.3928307466215
-69.0470182272784	-13.4547704806592
-69.0295345918240	-13.5161172393605
-69.0120509563696	-13.5768838737064
-68.9945673209151	-13.6370832346781
-68.9770836854607	-13.6967281732565
-68.9596000500062	-13.7558315404228
-68.9421164145518	-13.8144061871579
-68.9246327790974	-13.8724649644430
-68.9071491436430	-13.9300206884458
-68.8896655081885	-13.9870844088421
-68.8721818727341	-14.0436646080483
-68.8546982372797	-14.0997695664640
-68.8372146018252	-14.1554075644894
-68.8197309663708	-14.2105868825242
-68.8022473309164	-14.2653158009684
-68.7847636954619	-14.3196026002218
-68.7672800600075	-14.3734555606844
-68.7497964245531	-14.4268829627560
-68.7323127890986	-14.4798930868366
-68.7148291536442	-14.5324942133260
-68.6973455181898	-14.5846946226241
-68.6798618827353	-14.6365025951309
-68.6623782472809	-14.6879264112462
-68.6448946118265	-14.7389743513700
-68.6274109763721	-14.7896546959021
-68.6099273409176	-14.8399757252424
-68.5924437054632	-14.8899457197908
-68.5749600700088	-14.9395729599472
-68.5574764345543	-14.9888657261116
-68.5399927990999	-15.0378322986838
-68.5225091636455	-15.0864809580637
-68.5050255281910	-15.1348199846511
-68.4875418927366	-15.1828576588461
-68.4700582572822	-15.2306022339151
-68.4525746218277	-15.2780601254664
-68.4350909863733	-15.3252347731624
-68.4176073509189	-15.3721293451566
-68.4001237154644	-15.4187470096018
-68.3826400800100	-15.4650909346514
-68.3651564445556	-15.5111642884585
-68.3476728091011	-15.5569702391762
-68.3301891736467	-15.6025119549577
-68.3127055381923	-15.6477926039562
-68.2952219027378	-15.6928153543249
-68.2777382672834	-15.7375833742169
-68.2602546318290	-15.7820998317853
-68.2427709963746	-15.8263678951834
-68.2252873609201	-15.8703907325643
-68.2078037254657	-15.9141715120811
-68.1903200900113	-15.9577134018871
-68.1728364545568	-16.0010195701353
-68.1553528191024	-16.0440931849791
-68.1378691836480	-16.0869374145714
-68.1203855481935	-16.1295554270655
-68.1029019127391	-16.1719503906146
-68.0854182772847	-16.2141254733718
-68.0679346418302	-16.2560838434902
-68.0504510063758	-16.2978286691231
-68.0329673709214	-16.3393631184236
-68.0154837354669	-16.3806903595449
-67.9980001000125	-16.4218135606401
-67.9805164645581	-16.4627358898624
-67.9630328291036	-16.5034605135481
-67.9455491936492	-16.5439902044346
-67.9280655581948	-16.5843268529151
-67.9105819227403	-16.6244722293467
-67.8930982872859	-16.6644281040862
-67.8756146518315	-16.7041962474907
-67.8581310163770	-16.7437784299169
-67.8406473809226	-16.7831764217219
-67.8231637454682	-16.8223919932626
-67.8056801100138	-16.8614269148958
-67.7881964745593	-16.9002829569787
-67.7707128391049	-16.9389618898679
-67.7532292036505	-16.9774654839207
-67.7357455681960	-17.0157955094937
-67.7182619327416	-17.0539537369439
-67.7007782972872	-17.0919419366284
-67.6832946618327	-17.1297618789040
-67.6658110263783	-17.1674153341277
-67.6483273909239	-17.2049040726563
-67.6308437554694	-17.2422298648469
-67.6133601200150	-17.2793944810563
-67.5958764845606	-17.3163996916416
-67.5783928491061	-17.3532472669595
-67.5609092136517	-17.3899389773670
-67.5434255781973	-17.4264765932212
-67.5259419427429	-17.4628618848788
-67.5084583072884	-17.4990966226969
-67.4909746718340	-17.5351825770323
-67.4734910363795	-17.5711215182421
-67.4560074009251	-17.6069152166831
-67.4385237654707	-17.6425654427122
-67.4210401300163	-17.6780739666865
-67.4035564945618	-17.7134425589627
-67.3860728591074	-17.7486729897918
-67.3685892236530	-17.7837668579143
-67.3511055881985	-17.8187252419903
-67.3336219527441	-17.8535491224711
-67.3161383172897	-17.8882394798081
-67.2986546818352	-17.9227972944527
-67.2811710463808	-17.9572235468562
-67.2636874109264	-17.9915192174701
-67.2462037754719	-18.0256852867456
-67.2287201400175	-18.0597227351341
-67.2112365045631	-18.0936325430869
-67.1937528691086	-18.1274156910556
-67.1762692336542	-18.1610731594913
-67.1587855981998	-18.1946059288455
-67.1413019627454	-18.2280149795695
-67.1238183272909	-18.2613012921147
-67.1063346918365	-18.2944658469324
-67.0888510563820	-18.3275096244740
-67.0713674209276	-18.3604336051909
-67.0538837854732	-18.3932387695344
-67.0364001500188	-18.4259260979559
-67.0189165145643	-18.4584965709067
-67.0014328791099	-18.4909511688383
-66.9839492436555	-18.5232908722018
-66.9664656082010	-18.5555166614489
-66.9489819727466	-18.5876295170307
-66.9314983372922	-18.6196304193986
-66.9140147018377	-18.6515203490041
-66.8965310663833	-18.6833002862984
-66.8790474309289	-18.7149712117329
-66.8615637954744	-18.7465341057590
-66.8440801600200	-18.7779899488281
-66.8265965245656	-18.8093397213915
-66.8091128891111	-18.8405844039006
-66.7916292536567	-18.8717249768066
-66.7741456182023	-18.9027624205611
-66.7566619827478	-18.9336977156153
-66.7391783472934	-18.9645318423576
-66.7216947118390	-18.9952656938735
-66.7042110763846	-19.0258999026785
-66.6867274409301	-19.0564350528872
-66.6692438054757	-19.0868717286143
-66.6517601700213	-19.1172105139744
-66.6342765345668	-19.1474519930823
-66.6167928991124	-19.1775967500526
-66.5993092636580	-19.2076453690000
-66.5818256282035	-19.2375984340393
-66.5643419927491	-19.2674565292851
-66.5468583572947	-19.2972202388520
-66.5293747218402	-19.3268901468548
-66.5118910863858	-19.3564668374082
-66.4944074509314	-19.3859508946269
-66.4769238154769	-19.4153429026254
-66.4594401800225	-19.4446434455187
-66.4419565445681	-19.4738531074212
-66.4244729091136	-19.5029724724478
-66.4069892736592	-19.5320021247130
-66.3895056382048	-19.5609426483316
-66.3720220027503	-19.5897946274183
-66.3545383672959	-19.6185586460877
-66.3370547318415	-19.6472352884547
-66.3195710963871	-19.6758251386337
-66.3020874609326	-19.7043287807395
-66.2846038254782	-19.7327467988869
-66.2671201900238	-19.7610797771905
-66.2496365545693	-19.7893282997649
-66.2321529191149	-19.8174929507249
-66.2146692836605	-19.8455743141852
-66.1971856482060	-19.8735729742605
-66.1797020127516	-19.9014895150653
-66.1622183772972	-19.9293245207145
-66.1447347418427	-19.9570785753228
-66.1272511063883	-19.9847522630047
-66.1097674709339	-20.0123461678750
-66.0922838354794	-20.0398608740484
-66.0748002000250	-20.0672969656395
-66.0573165645706	-20.0946550267631
-66.0398329291161	-20.1219356415339
-66.0223492936617	-20.1491393927812
-66.0048656582073	-20.1762667837078
-65.9873820227528	-20.2033181926307
-65.9698983872984	-20.2302939869510
-65.9524147518440	-20.2571945340698
